reaction_id,original_smiles,reaction_core,reaction_template
11728,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C@:3]3([H:11])[C@:5]([H:13])([C:4]([H:12])=[C:7]1[H:14])[N:6]23)([H:8])([H:9])[H:10],[C:3][C:4][C:7][N:6]>>[C:3][N:6].[C:4]=[C:7],CCCN>>CN.C=C
11729,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C@:3]3([H:11])[C:4][C@@:7]1([H:14])[N:6]2[C:5]3([H:12])[H:13])([H:8])([H:9])[H:10],[C:4]([C:5])[H:12]>>[C:4].[C:5][H:12],C(C)[#1]>>C.C[#1]
11730,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C@:3]3([H:11])[C:4]([H:12])=[C:7]([H:14])[N:6]1[C@:5]23[H:13])([H:8])([H:9])[H:10],[C:2][C:7][C:4][C:5]>>[C:2][C:5].[C:4]=[C:7],CCCC>>CC.C=C
11731,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([N:6]1[C@:5]2([H:13])[C@:3]3([H:11])[C:2][C@@:7]1([H:14])[C@@:4]32[H:12])([H:8])([H:9])[H:10],[C:1][C:2][N:6]>>[C:1][N:6].[C:2],CCN>>CN.C
11732,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2][C@:3]1([H:11])[C@@:4]2([H:12])[C@:5]1([H:13])[N:6]=[C:7]2[H:14])([H:8])([H:9])[H:10],[C:2]1[N:6][C:7]1>>[C:2].[N:6]=[C:7],C1NC1>>C.N=C
11733,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[c:5]([H:13])[c:4]([H:12])[c:7]([H:14])[n:6]1)([H:8])([H:9])[H:10],[C:2]12[C:3]3[C:4]4[C:5]3[N:6]1[C:7]24>>[c:2]1[c:3][c:5][c:4][c:7][n:6]1,C12C3C4C3N1C24>>c1ccccn1
11734,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[C@@:4]2([H:12])[C@@:5]3([H:13])[N:6]1[C@@:7]23[H:14])([H:8])([H:9])[H:10],[C:2]([C:3][C:5])[C:7]>>[C:2]=[C:3].[C:5][C:7],C(CC)C>>C=C.CC
11735,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:5]([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10].[C:3](=[O:4])([H:11])[H:12],[C:2]1[C:3][O:4][C:5]1>>[C:2]=[C:5].[C:3]=[O:4],C1COC1>>C=C.C=O
11736,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])([H:12])[O:4][C@:5]1([C:6][O:7][H:15])[H:13])([H:8])[H:9].[H:10][H:14],[C:1]([C:2][C:6][H:14])[H:10]>>[C:1]=[C:2].[C:6].[H:10][H:14],C(CC[#1])[#1]>>C=C.C.[#1][#1]
11737,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:6]([O:7][H:15])([H:13])[H:14])[C:3]([H:11])([H:12])[O+:4]=[C-:5]1)([H:8])([H:9])[H:10],[O:4][C:5]([C:6])[H:13]>>[C:6][H:13].[O+:4]=[C-:5],OC(C)[#1]>>C[#1].[O&+]=[C&-]
11738,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([O:7][H:15])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])=[C:6]1[H:14])([H:8])([H:9])[H:10],[C:2]1[C:5][C:6]1[O:7]>>[C:2]([C:6]=[C:5])[O:7],C1CC1O>>C(C=C)O
11739,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:13])[C:3]([H:11])([H:12])[O+:4]=[C-:5][C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10],[C:2][C:5]([O:4])[H:13]>>[C:2][H:13].[O+:4]=[C-:5],CC(O)[#1]>>C[#1].[O&+]=[C&-]
11740,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])[H:9].[H:10][H:11],[C:1]([C:2]([C:3][H:11])[C:5])[H:10]>>[C:1]=[C:2][C:3][C:5].[H:10][H:11],C(C(C[#1])C)[#1]>>C=CCC.[#1][#1]
11741,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:11])[C@:5]([O+:4]=[C-:3][H:12])([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10],[C:2][C:3]([O:4])[H:11]>>[C-:3]=[O+:4].[C:2][H:11],CC(O)[#1]>>[C&-]=[O&+].C[#1]
11742,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([C:3]([O:4][H:15])([H:11])[H:12])=[C:5](/[C:6](=[O:7])[H:14])[H:13])([H:8])([H:9])[H:10],[C:2]1[C@:5]([O:4])[C@@:6]1[O:7][H:15]>>[C:2]=[C:5][C:6]=[O:7].[O:4][H:15],C1[C@](O)[C@@]1O[#1]>>C=CC=O.O[#1]
11743,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:6][O:7][H:15])[C:3]([H:11])([H:12])[O:4][C:5]1([H:13])[H:14])([H:8])([H:9])[H:10],[C:5][C:6][H:14]>>[C:5][H:14].[C:6],CC[#1]>>C[#1].C
11744,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([O:4]/[C:5](=[C:6](\[O:7][H:15])[H:14])[H:13])([H:11])[H:12])[H:10])([H:8])[H:9],[C:1]([C:2]1[C:5][C:6]1)[H:10]>>[C:1]=[C:2][H:10].[C:5]=[C:6],C(C1CC1)[#1]>>C=C[#1].C=C
11745,[C:1]([C@:2]12[C:3]([H:11])([H:12])[O:4][C@@:5]1([H:13])[C@:6]2([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:14])[C:3]([H:11])([H:12])[O:4][C@:5]1([C:6][O:7][H:15])[H:13])([H:8])([H:9])[H:10],[C:2][C:6][H:14]>>[C:2][H:14].[C:6],CC[#1]>>C[#1].C
11746,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1]1([H:8])=[C+:2][C:3]([N-:7][H:11])=[C:4]([H:9])[C:5]([H:10])=[N:6]1,[C:1]#[C:2][c:3]1[c:4][c:5][n:6][n:7]1>>[C:1]1=[C+:2][C:3]([N-:7])=[C:4][C:5]=[N:6]1,C#Cc1ccnn1>>C1=[C&+]C([N&-])=CC=N1
11747,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6]([H:11])[n:7]1)[H:8],[n:6][n:7][H:11]>>[n:6]([n:7])[H:11],nn[#1]>>n(n)[#1]
11748,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C+:1](=[C:2]=[C:3]1[C:4]([H:9])=[C-:5][N:6]([H:10])[N:7]1[H:11])[H:8],[C:1]#[C:2][c:3]1[c:4][c:5]([H:10])[n:6][n:7]1>>[C+:1]=[C:2]=[C:3]1[C:4]=[C-:5][N:6]([H:10])[N:7]1,C#Cc1cc([#1])nn1>>[C&+]=C=C1C=[C&-]N([#1])N1
11749,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C:3]([C:4](=[C:5]=[N:6][H:10])[H:9])=[N:7][H:11])[H:8],[c:3]1[c:4][c:5]([H:10])[n:6][n:7]1>>[C:3]([C:4]=[C:5]=[N:6][H:10])=[N:7],c1cc([#1])nn1>>C(C=C=N[#1])=N
11750,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C:3](=[C:4]=[C:5](/[N:6]=[N:7]/[H:11])[H:10])[H:9])[H:8],[c:3]1[c:4]([H:9])[c:5][n:6][n:7]1>>[C:3](=[C:4]=[C:5][N:6]=[N:7])[H:9],c1c([#1])cnn1>>C(=C=CN=N)[#1]
11751,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C@:3]1([H:9])[C+:4]=[C:5]([H:10])[N-:6][N:7]1[H:11])[H:8],[c:3]1[c:4]([H:9])[c:5][n:6][n:7]1>>[C:3]1([H:9])[C+:4]=[C:5][N-:6][N:7]1,c1c([#1])cnn1>>C1([#1])[C&+]=C[N&-]N1
11752,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C:3]1([N:7]([N:6])[H:11])[C:4]([H:9])=[C:5]1[H:10])[H:8],[c:3]1[c:4][c:5][n:6][n:7]1>>[C:3]1([N:7][N:6])[C:4]=[C:5]1,c1ccnn1>>C1(NN)C=C1
11753,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C@@:3]1([H:11])[C:4]([H:9])=[C:5]([H:10])[N:6]=[N:7]1)[H:8],[c:3]1[c:4][c:5][n:6][n:7]1[H:11]>>[C:3]1([H:11])[C:4]=[C:5][N:6]=[N:7]1,c1ccnn1[#1]>>C1([#1])C=CN=N1
11754,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C-:1]#[C:2][C+:3]1[C:4]([H:8])([H:9])[C:5]([H:10])=[N:6][N:7]1[H:11],[C:1][H:8].[c:3]1[c:4][c:5][n:6][n:7]1>>[C+:3]1[C:4]([H:8])[C:5]=[N:6][N:7]1.[C-:1],C[#1].c1ccnn1>>[C&+]1C([#1])C=NN1.[C&-]
11755,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](=[C:2])([c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8],[C:1]#[C:2][c:3]>>[C:1](=[C:2])[c:3],C#Cc>>C(=C)c
11756,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1]1([H:8])=[C:2]2/[C:3](=[N:7]\[H:11])[C@:4]12[H:9].[C:5](#[N:6])[H:10],[C:1]#[C:2][c:3]1[c:4][c:5][n:6][n:7]1>>[C:1]1=[C:2]2[C:3](=[N:7])[C:4]12.[C:5]#[N:6],C#Cc1ccnn1>>C1=C2C(=N)C12.C#N
11757,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C:3]1=[C+:4][C:5]([H:9])([H:10])[N-:6][N:7]1[H:11])[H:8],[c:3]1[c:4]([H:9])[c:5][n:6][n:7]1>>[C:3]1=[C+:4][C:5]([H:9])[N-:6][N:7]1,c1c([#1])cnn1>>C1=[C&+]C([#1])[N&-]N1
11758,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2]/[C:3]([C@@:4]1([H:9])[C:5]([H:10])=[N:6]1)=[N:7]\[H:11])[H:8],[c:3]1[c:4][c:5][n:6][n:7]1>>[C:3]([C:4]1[C:5]=[N:6]1)=[N:7],c1ccnn1>>C(C1C=N1)=N
11759,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C:1](#[C:2][C@@:4]1([H:9])[C:3][N:7]([H:11])[N:6]=[C:5]1[H:10])[H:8],[C:2][c:3]1[c:4][c:5][n:6][n:7]1>>[C:2][C:4]1[C:3][N:7][N:6]=[C:5]1,Cc1ccnn1>>CC1CNN=C1
11760,[C:1](#[C:2][c:3]1[c:4]([H:9])[c:5]([H:10])[n:6][n:7]1[H:11])[H:8]>>[C-:1]#[C:2][c:3]1[c:4]([H:9])[c+:5]([H:10])[n:6]([H:8])[n:7]1[H:11],[C:1][H:8].[n:6]>>[C-:1].[n:6][H:8],C[#1].n>>[C&-].n[#1]
11761,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14]>>[C:1]1([H:8])([H:9])[C@:2]([O:3][C:4](=[C:5]([H:12])[H:13])[H:11])([H:10])[C:7]([H:14])=[N:6]1,[C:4]1[C:5][N:6][C:7]1>>[C:4]=[C:5].[N:6]=[C:7],C1CNC1>>C=C.N=C
11762,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@@:4]3([H:11])[C-:5]([H:13])[N+:6]1=[C:7]23.[H:12][H:14],[C:5]([N:6][C:7][H:14])[H:12]>>[C-:5][N+:6]=[C:7].[H:12][H:14],C(NC[#1])[#1]>>[C&-][N&+]=C.[#1][#1]
11763,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[O:3][C@@:4]([H:11])([C:5]([H:12])([H:13])[N:6]1[H:14])[C:7]2,[N:6][C:7][H:14]>>[C:7].[N:6][H:14],NC[#1]>>C.N[#1]
11764,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14]>>[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@@:7]23[H:14])([H:8])([H:9])[H:10],[C:1]([C:2][H:10])[N:6]>>[C:1]([C:2][N:6])[H:10],C(C[#1])N>>C(CN)[#1]
11765,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14]>>[C:1]1([H:8])([H:9])[C:5]([H:12])([H:13])[C@:4]2([H:11])[O:3][C@:2]3([H:10])[N:6]1[C@@:7]32[H:14],[C:1]([C:2])[N:6][C:5]>>[C:1]([C:5])[N:6][C:2],C(C)NC>>C(C)NC
11766,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])([H:13])[C:6](=[O:7])[N:5]([H:16])[C:4]1([H:14])[H:15])([H:8])[H:10].[H:9][H:12],[C:1]([C:2]([C:3][H:12])[C:6])[H:9]>>[C:1]=[C:2][C:3][C:6].[H:9][H:12],C(C(C[#1])C)[#1]>>C=CCC.[#1][#1]
11767,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C-:1]([O+:7]=[C:6]1[C@@:2]([C:3]([H:11])([H:12])[H:13])([H:9])[C:4]([H:14])([H:15])[N:5]1[H:16])([H:8])[H:10],[C:1]([C:2])[H:9].[O:7]>>[C-:1][O+:7].[C:2][H:9],C(C)[#1].O>>[C&-][O&+].C[#1]
11768,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:13])[C@:4]1([H:14])[N:5]([H:16])[C:6]2=[O:7])([H:8])([H:9])[H:10].[H:12][H:15],[C:3][H:12].[C:4][H:15]>>[C:3][C:4].[H:12][H:15],C[#1].C[#1]>>CC.[#1][#1]
11769,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([H:14])([H:15])[H:16])[C:6]1=[N:5][O:7]1)([H:8])([H:9])[H:10],[C:4][N:5][H:16].[O:7]>>[C:4][H:16].[N:5][O:7],CN[#1].O>>C[#1].NO
11770,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:6]=[O:7])([H:8])([H:9])[H:10].[C:4](=[N:5][H:16])([H:14])[H:15],[C:2]1[C:4][N:5][C:6]1>>[C:2]=[C:6].[C:4]=[N:5],C1CNC1>>C=C.C=N
11771,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([O:7][C:6]1=[C:2]([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]1[H:16])([H:8])([H:9])[H:10],[C:1][C:2].[O:7]>>[C:1][O:7].[C:2],CC.O>>CO.C
11772,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]=[C:6]1[O:7][H:16])([H:8])([H:9])[H:10],[N:5][H:16].[O:7]>>[N:5].[O:7][H:16],N[#1].O>>N.O[#1]
11773,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:4]([C@@:2]1([C:3]([H:11])([H:12])[H:13])[N:5]([H:16])[C:6]1=[O:7])([H:14])[H:15])([H:8])([H:9])[H:10],[C:1][C:2][C:4][N:5]>>[C:1][C:4][C:2][N:5],CCCN>>CCCN
11774,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])(/[C:4](=[N:5]/[H:16])[H:14])[H:15])([H:8])([H:9])[H:10],[C:2]1[C:4]([H:15])[N:5][C:6]1=[O:7]>>[C-:6]#[O+:7].[C:2]([C:4]=[N:5])[H:15],C1C([#1])NC1=O>>[C&-]#[O&+].C(C=N)[#1]
11775,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:6]([N:5]([C-:4]([H:14])[H:15])[H:16])=[O+:7]1)([H:8])([H:9])[H:10],[C:2][C:4].[O:7]>>[C-:4].[C:2][O+:7],CC.O>>[C&-].C[O&+]
11776,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([C:4]([N:5]([H:12])[H:16])([H:14])[H:15])[C:3]([H:11])([H:13])[C:6]1=[O:7])([H:8])([H:9])[H:10],[C:3][H:12].[N:5][C:6]>>[C:3][C:6].[N:5][H:12],C[#1].NC>>CC.N[#1]
11777,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[C:3]([H:11])([H:13])[C@@:6]1([O:7][H:12])[N:5]([H:16])[C:4]2([H:14])[H:15])([H:8])([H:9])[H:10],[C:3][H:12].[C:6]=[O:7]>>[C:3][C:6][O:7][H:12],C[#1].C=O>>CCO[#1]
11778,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:6]([N:5]([C+:4]([H:14])[H:15])[H:16])[O-:7])([H:8])([H:9])[H:10],[C:2][C:4].[O:7]>>[C+:4].[C:2].[O-:7],CC.O>>[C&+].C.[O&-]
11779,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[C:4]([N:5]=[C:6]=[O:7])([H:14])[H:15])([H:8])[H:10].[H:9][H:16],[C:1]([C:2][C:6][N:5][H:16])[H:9]>>[C:1]=[C:2].[H:9][H:16].[N:5]=[C:6],C(CCN[#1])[#1]>>C=C.[#1][#1].N=C
11780,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([H:14])[H:15])([H:8])([H:9])[H:10].[N:5](=[C:6]=[O:7])[H:16],[C:2]1[C:4][N:5][C:6]1>>[C:2]=[C:4].[N:5]=[C:6],C1CNC1>>C=C.N=C
11781,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C-:4]=[N+:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10].[H:14][H:15],[C:4]([N:5])([H:14])[H:15]>>[C-:4]=[N+:5].[H:14][H:15],C(N)([#1])[#1]>>[C&-]=[N&+].[#1][#1]
11782,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:6]1=[O+:7][C-:2]([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]1[H:16])([H:8])([H:9])[H:10],[C:1][C:2][C:6]=[O:7]>>[C:1][C:6]=[O+:7][C-:2],CCC=O>>CC=[O&+][C&-]
11783,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[N:5]([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:6]([N+:5](=[C-:4][H:15])[H:16])=[O:7])[H:14])([H:8])([H:9])[H:10],[C:2][C:4]([N:5])[H:14]>>[C-:4]=[N+:5].[C:2][H:14],CC(N)[#1]>>[C&-]=[N&+].C[#1]
11784,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3](/[C:5](=[N:4]/[H:12])[C:7]([H:13])([H:14])[H:15])=[O:6])[H:11])([H:8])([H:9])[H:10],[C:3](=[N:4])[C:5]=[O:6]>>[C:3]([C:5]=[N:4])=[O:6],C(=N)C=O>>C(C=N)=O
11785,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C-:5]=[O+:6][C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],[C:5](=[O:6])[C:7]>>[C-:5]=[O+:6][C:7],C(=O)C>>[C&-]=[O&+]C
11786,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[N:2]=[C:3](/[N:4]([H:11])[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10],[N:2][H:11].[N:4]>>[N:2].[N:4][H:11],N[#1].N>>N.N[#1]
11787,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2](/[C:3](=[N:4]\[H:12])[O+:6]=[C-:5][C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],[C:3][C:5]=[O:6]>>[C:3][O+:6]=[C-:5],CC=O>>C[O&+]=[C&-]
11788,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3]#[N:4])[H:11])([H:8])([H:9])[H:10].[C:5](=[O:6])([C:7]([H:13])([H:14])[H:15])[H:12],[C:3](=[N:4][H:12])[C:5]>>[C:3]#[N:4].[C:5][H:12],C(=N[#1])C>>C#N.C[#1]
11789,[C:1]([N:2](/[C:3](=[N:4]\[H:12])[C:5](=[O:6])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1](=[N:2][H:11])([H:8])[H:10].[C:3](=[N:4][H:12])=[C:5]([O:6][H:9])[C:7]([H:13])([H:14])[H:15],[C:1]([N:2][C:3])[H:9].[O:6]>>[C:1]=[N:2].[C:3].[O:6][H:9],C(NC)[#1].O>>C=N.C.O[#1]
