reaction_type_index,reaction_type,reaction_indices
2661,C1CN1.C#C>>C1C=C1.C=N,[7554]
2662,C1CN1.C#N>>C1C=N1.C=N,[8834]
2663,C1CN1.C#N>>C=N.C1=NC1,[8846]
2664,C1CN1.N#C>>C=N.N1=CC1,[3837]
2665,C1CC1C.O>>C=CCO.C,[10114]
2666,C1CC1N>>C=CCN,[3695]
2667,C1CC1NC[#1]>>C(C=C)[#1].N=C,[1340]
2668,C1CC1O.O>>C(C=C)O.O,[9466]
2669,C1CC1O.O[#1]>>OCC=C.O[#1],[3363]
2670,C1CC1N=C>>C1CN1C=C,[7376]
2671,C1CC1C[#1]>>C=C.C=C[#1],[11932]
2672,C1CC1O>>[C&-]=[O&+].C=C,[5302]
2673,C1CC1C[#1]>>C(CC=C)[#1],[3234]
2674,C1CCCC1[#1]>>C(C=C)[#1].C=C,[1856]
2675,C1CC2NC12>>C=CCC=N,[453]
2676,C1CC1CC>>C=CCCC,[7364]
2677,C1CCC(=O)C1>>[C&-]#[O&+].C=C.C=C,[9066]
2678,C1CCC([#1])C1>>C=C.C=CC[#1],[9707]
2679,C1CC1CC#C>>C(C=C)C=C=C,[10576]
2680,C1CC1C=O>>C=CC[O&+]=[C&-],[5362]
2681,C1CC1C=O>>C1C(C=C)O1,[5368]
2682,C1CCC=CC1>>C=C.C=C.C#C,[4631]
2683,C1CC1CO[#1]>>C=CC[#1].C=O,[10059]
2684,C1CC([#1])=CN1>>C=N.C=C=C[#1],[6229]
2685,C1CC(C[#1])C1>>C=C.C(=C)C[#1],[10395]
2686,C1C=CCO1>>C=O.c1cc1,[8639]
2687,C1CNC(=O)O1>>[C&-]#[O&+].C=O.C=N,[8269]
2688,C1CNC([#1])C1>>C=C.C=CN[#1],[2431]
2689,C1C=CCO1>>C.C#C.C=O,[899]
2690,C1C=CC2NC12>>C=CC=N.C#C,[2257]
2691,C1CN1.N#C>>C=N.[N&+](=[C&-])=C,[3836]
2692,C1CNCC1=O>>[C&-]#[O&+].C=C.N=C,[7282]
2693,C1CO1.N>>C=O.NC,[7899]
2694,C1CO1.N>>C[O&+]=C.[N&-],[7898]
2695,C1CO1.N>>C[O&-].[N&+]=C,[7901]
2696,C1C=CC(=O)O1>>c1cc[o&+][c&-]o1,[8633]
2697,C1C=C([#1])CO1>>C=O.C#CC[#1],[882]
2698,C1CO1.O>>C=C.[O&-][O&+],[10561]
2699,C1C2OCCC12>>C=CC=O.C=C,[8447]
2700,C1CNC1>>[C&-][N&+]=C.C,[1187]
2701,C1CN1.O>>C=C.[N&-][O&+],[10347]
2702,C1CN1.O>>C=C.[O&+][N&-],[782]
2703,C1CC1.O=C>>C=C.O1CC1,[10768]
2704,C1CN1.O>>[C&-][N&+]CO,[4573]
2705,C1CC1.N>>C=C.NC,[7132]
2706,C1CC1.N#C>>C=C.[N&+](=[C&-])=C,[2455]
2707,C1CC1.N#C>>C=C.N1=CC1,[2454]
2708,C1CC1.C[#1]>>C(C)[#1].C=C,[5040]
2709,C1CN2CC12>>[C&+]CC1C[N&-]1,[3341]
2710,C1CN1C>>C(C)N=C,[2422]
2711,C1CC1.C#N>>[C&-]=[N&+]=C.C=C,[10536]
2712,C1CC1.C#C>>C=C.C1C=C1,[10581]
2713,C1CN1CC>>C([N&+]([C&-])=C)C,[7167]
2714,C1CC1.C#C>>C1C=C1.C=C,[10575]
2715,C1CC([#1])CN1>>C=N.C=CC[#1],[8603]
2716,C1CC([#1])C1>>C.C(C[#1])=C,[3172]
2717,C1CN2CC12>>C=C[N&+](=C)[C&-],[3340]
2718,C1CN1C.O>>CN=C.OC,[6777]
2719,C=O.OCC[#1]>>[C&+][O&-].C=C.O[#1],[3888]
2720,C=O.OC[#1]>>C.OCO[#1],[9481]
2721,C1([#1])COCO1>>C(C[#1])=O.O=C,[6285]
2722,C=[N&+]=[N&-].N[#1].O>>[C&-][N&+]#N.N.O[#1],[4294]
2723,C1([#1])CN1.O>>C=[N&+]C[#1].[O&-],[783]
2724,CC#C.O>>[O&+][C&-]=CC,[720]
2725,C1([#1])CN1.O>>C(=C)N.O[#1],[4578]
2726,C1C([#1])C=CC([#1])N1>>[#1][#1].c1ccccn1,[11405]
2727,CC#N.N=CO>>N=C(C=[O&+])[N&-]C,[8554]
2728,CC#N.O=C>>C.O=C=NC,[9371]
2729,CC#N.O=C>>O(CC)[N&+]#[C&-],[10604]
2730,C1([#1])CCOC1>>C(=C)C[#1].O=C,[4229]
2731,CC#N.O>>[C&-]#[N&+]O.C,[11476]
2732,C1([#1])CCNC1>>C(C[#1])=C.C=N,[11110]
2733,C1([#1])CCNC1>>C(=C)C[#1].C=N,[11118]
2734,CC(=O)C(=O)N>>[C&-]#[O&+].[C&-]#[O&+].CN,[297]
2735,CC#CC=O>>CC1=C2C1O2,[5126]
2736,C12CC1CC2>>C(=C)CC=C,[1504]
2737,C=O.N=C>>N1COC1,[1367]
2738,C=O.N=CO>>N(C)OCO,[1372]
2739,C=O.N>>C.[O&-][N&+],[10696]
2740,C=O.N>>[C&+].N[O&-],[156]
2741,C12CC1C(=O)O2>>[C&-]#[O&+].C(C=C)=O,[11633]
2742,C12C3C4C3N1C24>>c1ccccn1,[11733]
2743,C=O.NC[#1]>>[C&-]O[#1].[N&+]=C,[6875]
2744,C=O.OC>>OCOC,[10005]
2745,C12C3C4C3C1C24>>c1ccccc1,[8150]
2746,C1([#1])OCC1>>C(=[O&+][C&-])C[#1],[6718]
2747,C=O.O(CC)[#1]>>CCO[#1].O=C,[9462]
2748,C1([#1])OCC1>>C(=O)C[#1].C,[6402]
2749,C=O.O=C(C)[#1]>>CCO[#1].[O&+]#[C&-],[6789]
2750,C=O.O=C(C)[#1]>>[C&+]O[#1].[C&-].[O&+]#[C&-],[5127]
2751,C1([#1])OCC1.O>>C([O&+]=C)C[#1].[O&-],[8761]
2752,C1([#1])OC(=O)C=C1>>c1oc(O[#1])cc1,[11249]
2753,C=O.N[#1].O>>N.OCO[#1],[10071]
2754,CC(C)C#N>>[C&+]=C=[N&-].CC,[4025]
2755,C1(O)CC1>>C(CO)=C,[10856]
2756,C1(O)CC1>>C(=C)[C&+].[O&-],[10868]
2757,CC(C=N)N[#1]>>CC(N[#1])C=N,[6409]
2758,CC(CC#N)C#C>>CC1=CC(=C)N=C1,[9741]
2759,CC(CC)[#1]>>C(C=C)[#1].C,[10966]
2760,C1(O)CC1>>C(=C)CO,[10861]
2761,C1([#1])CCCO1>>C(C[#1])=O.C=C,[10923]
2762,CC(C[#1])NC>>CCC=N.C[#1],[10241]
2763,CC(C[#1])O>>[C&-].C[#1].C=[O&+],[1523]
2764,CC(C[#1])OC>>CCC=O.C[#1],[5419]
2765,C1(N)CC1>>C(=C)CN,[9270]
2766,CC(C[#1])[#1].O>>[C&+]=C.C.[#1][#1].[O&-],[8254]
2767,C1(C[#1])CO1>>C(=C)[#1].C=O,[4900]
2768,CC(N)=O>>[C&-]#[O&+].C.N,[7010]
2769,CC(N)=O>>[C&-]#[O&+].CN,[1453]
2770,C1(O)CC1.O>>C(CO)=C.O,[6882]
2771,CC(=O)C1CC1>>[C&-]#[O&+].CCC=C,[1380]
2772,CC(=O)C1CN1>>[C&-]#[O&+].CCC=N,[2195]
2773,CC(=O)C1CN1>>[C&-]#[O&+].CNC=C,[2194]
2774,CC(=O)C=O>>[C&-]#[O&+].C[O&+]=[C&-],[9941]
2775,CC(=O)C>>[C&-]#[O&+].CC,[2694]
2776,CC(=O)CC#N>>[C&-]#[O&+].CN=C=C,[5342]
2777,CC(=O)N.N>>[C&-]#[O&+].CN.N,[3699]
2778,CC(=O)N.O>>[C&-]#[O&+].C.ON,[9259]
2779,CC(C)C#C>>[C&+]=C=[C&-].CC,[10432]
2780,CC(=O)N>>CO[C&-]=[N&+],[8712]
2781,CC(=O)O>>CO[C&-]=[O&+],[1971]
2782,C1([#1])CCCC1>>C(C[#1])=C.C=C,[11106]
2783,C1([#1])CC1.C#C>>C(=C)CC=C[#1],[10580]
2784,CC(C#C)[#1]>>[C&+]=C=[C&-].C[#1],[2817]
2785,C1([#1])C([#1])OC1>>C(C=O)(C[#1])[#1],[1325]
2786,C1([#1])C([#1])O1>>C(=[C&+])[O&-].[#1][#1],[5322]
2787,C1([#1])C(C[#1])C1>>C(C=C)=C.[#1][#1],[7374]
2788,CC(=O)N.O>>[C&-]#[O&+].CO.N,[3432]
2789,C=C.O=C>>O1CCC1,[11413]
2790,C=C.OC[#1]>>C1CC1.O[#1],[9666]
2791,C=C.O[#1]>>C(CO)[#1],[7811]
2792,C1C(O)C1>>C=CCO,[5624]
2793,C=CC(=O)O>>C1C([C&-]=[O&+])O1,[8635]
2794,C=CC=O>>C=O.C#C,[9096]
2795,C=CCN>>C1C(N)C1,[2260]
2796,C=O.N=C>>C=O.N=C,[1365]
2797,C=C[#1].N#C>>N(=CCC)[#1],[11206]
2798,C=C[#1].O>>C([C&+])[#1].[O&-],[8632]
2799,C1C(O)C1>>C=CC.O,[5141]
2800,C=N.C(O)[#1]>>[C&-]N[#1].C=[O&+],[7894]
2801,C1C(O)C1>>C=C.[O&+]=[C&-],[11384]
2802,C=N.CC(=O)[#1]>>[C&-]#[O&+].C(N[#1])C,[10517]
2803,C=N.C[#1].O>>[C&+]N[#1].C.[O&-],[11790]
2804,C=N.C[#1]>>C(NC)[#1],[10518]
2805,C=CCO>>C1C(O)C1,[5786]
2806,C1C([#1])C2OC12>>C(/C=C\C=O)[#1],[147]
2807,C1OCCC1[#1]>>C=CC[#1].O=C,[9843]
2808,C1OCCO1>>C.C=O.O=C,[5913]
2809,C1OCCO1>>C=[O&+][C&-].C=O,[9544]
2810,C1OCCOC1>>C=C.C=O.O=C,[9105]
2811,C1OCCOC1>>C=O.C=C.O=C,[9108]
2812,C1OCCOC1>>[C&-][O&+]=C.C=[O&+][C&-],[9097]
2813,C1OCOC1>>[C&-][O&+]=C.C=O,[538]
2814,C=C.NC>>C(CN)C,[2272]
2815,C1O[C@]1(C#N)[#1]>>C([O&+]=C=C=[N&-])[#1],[1470]
2816,C1C([#1])C1.O>>C=CC.O[#1],[6252]
2817,C1C([#1])=CNC1>>C=C=C[#1].N=C,[7021]
2818,C1[C@](O)[C@@]1O[#1]>>C=CC=O.O[#1],[11742]
2819,C1[C@](O)[C@]1[#1]>>[C&+]C=[C&-].O[#1],[5634]
2820,C1[C@]([#1])[C@]1C[#1]>>C=CC=C.[#1][#1],[3810]
2821,C1C(OC[#1])C1>>C=CC[#1].O=C,[9102]
2822,C=C.C[#1]>>[C&+].C([C&-])[#1],[2274]
2823,C1OCOCC1>>C=O.C=O.C=C,[8129]
2824,C1C(C#N)N1>>C1C(C=N)=N1,[9891]
2825,C=O.C=O.O[#1]>>C(OCO[#1])O,[10206]
2826,C1=NCC([#1])O1>>C#N.C(C=O)[#1],[2915]
2827,C1=CNC(=O)C1[#1]>>c1cnc(O[#1])c1,[7789]
2828,C1=CCOC1>>C#C.C.O=C,[7749]
2829,C1=CC(=N)OC1[#1]>>c1cc(N[#1])oc1,[7753]
2830,C=O.CC>>C(OC)C,[9125]
2831,C1C(C[#1])C1>>C=C.C=C[#1],[8153]
2832,C=O.C[#1].O>>[C&+]O[#1].C.[O&-],[2882]
2833,C=O.C[#1]>>C(OC)[#1],[7865]
2834,C12NC1CC2=O>>[C&-]#[O&+].C(=N)C=C,[8244]
2835,C12CC1OC2=O>>[C&-]#[O&+].C(=C)C=O,[11612]
2836,C=O.N(=C)[#1]>>N1(C[#1])CO1,[1370]
2837,C=O.N(=C[#1])[#1]>>C(O[#1])[#1].N#C,[1374]
2838,C=O.N(C=O)[#1]>>N1C(OC[#1])O1,[10078]
2839,C=O.N.OC>>NCOC.O,[7205]
2840,C=O.CC[#1]>>[C&-][O&+]=C.C[#1],[7146]
2841,C=N.NC=O>>NNC[O&+]=[C&-],[9002]
2842,C=N.N[#1]>>NCN[#1],[11584]
2843,C=N.O(C[#1])[#1]>>C(N[#1])[#1].O=C,[1005]
2844,C=N.O(C[#1])[#1]>>O(CCN[#1])[#1],[1003]
2845,C=N.O>>[C&+].[N&-]O,[11793]
2846,C=N.OC>>OCNC,[9396]
2847,C=N.O[#1]>>C(N[#1])O,[3715]
2848,C=N.O[#1]>>OCN[#1],[1006]
2849,C=O.C=N>>C.O1CN1,[7861]
2850,C1C(C)O1>>C(C)[O&+]=[C&-],[5806]
2851,C1C(C)O1>>C(C)C=O,[5797]
2852,C=O.C#C[#1]>>C(O[#1])C=C,[723]
2853,C=O.C#N>>C=CN=O,[4497]
2854,C=O.C#N>>C=NC=O,[10697]
2855,C=O.C(C[#1])[#1]>>C(O[#1])[#1].C=C,[7154]
2856,C=O.C(N[#1])[#1]>>C(O[#1])[#1].C=N,[2207]
2857,C=O.C1CO1>>C1OC1.C=O,[10172]
2858,C1C(CC)N1>>C=N.C(=C)C,[8605]
2859,N.OCC#N>>NN=C=C.O,[384]
2860,N.OCC(O[#1])[#1]>>C(C=O)[#1].N[#1].O,[6764]
2861,C(C[#1])CC[#1]>>C=C.C(C[#1])[#1],[9776]
2862,C(C[#1])CCC>>C=C.C=C.C[#1],[6366]
2863,N.OCCC#N>>NC1=NC1.[O&+][C&-],[8560]
2864,N.OCCO>>C=C.NO.O,[5911]
2865,N.OCC[#1]>>NCC[#1].O,[1366]
2866,CO.n>>C[n&+].[O&-],[8303]
2867,N.OC[#1]>>[C&-][N&+].O[#1],[10142]
2868,N.O[#1].O>>N[#1].[O&+].[O&-],[1676]
2869,C(C[#1])C=O>>C(C[O&+]=[C&-])[#1],[1150]
2870,N.c(=O)n[#1]>>[N&+][#1].[c&+]([O&-])[n&-],[7337]
2871,N.c(=O)n[#1]>>[N&+][#1].c([O&-])n,[7467]
2872,N.c1cocc1>>N=COC=CC,[7653]
2873,C(C[#1])C=C>>C(CCC)[#1],[8388]
2874,N.co>>O.nc,[11506]
2875,C(C[#1])CC#C>>C(CC=C=C)[#1],[9285]
2876,N.N[#1].O>>[N&-].N[#1].[O&+],[7974]
2877,N.N[#1]>>[N&+][#1].[N&-],[9001]
2878,N.O(C(CO)[#1])[#1]>>N[#1].O=CC[#1].O,[1009]
2879,N.O=C(C)O>>CN.[O&+]#[C&-].O,[9749]
2880,C(C[#1])OCC>>C=C.C[#1].C=O,[8336]
2881,N.O=C>>O([C&-])[N&+],[959]
2882,N.O=CCO>>C=[O&+].[O&-][C&-][N&+],[10543]
2883,C(C[#1])O.O>>C=C.O.O[#1],[6881]
2884,N.OCC#N>>NC1=NC1.O,[378]
2885,N.OC.O>>C.[O&-].O[N&+],[7281]
2886,N.OC.O[#1]>>CO.N[#1].O,[6760]
2887,C(C[#1])O.N>>C(CN)[#1].O,[9756]
2888,N.OC=O>>[N&+][O&-].[O&+]=[C&-],[11605]
2889,C(C[#1])N>>C([N&+][C&-])[#1],[1023]
2890,N.OC>>C[N&+].[O&-],[9227]
2891,C(C[#1])N>>C(CN)[#1],[11764]
2892,N.OC>>[N&+]C.[O&-],[8687]
2893,C(C[#1])O.N>>C=C.N[#1].O,[9752]
2894,N1CC=CC1>>C#C.[N&+]([C&-])=C,[10307]
2895,C(C[#1])(N[#1])[#1]>>C(C[#1])=N.[#1][#1],[592]
2896,N1CCCC1>>C=C.[N&+]([C&-])=C,[9355]
2897,N=C(C)N>>N([C&-]=[N&+])C,[3998]
2898,N=C(C)O>>CO.[N&+]#[C&-],[2437]
2899,N=C(N)C(=O)[#1]>>[C&-]#[O&+].[N&+]#[C&-].N[#1],[2668]
2900,N=C(O)C#N>>N([C&-]=[O&+])[N&+]#[C&-],[9221]
2901,N.n[#1]>>[N&+][#1].[n&-],[10022]
2902,C(C[#1])(C[#1])C>>C(=C)CC.[#1][#1],[8393]
2903,N=C(O)[#1].O>>[N&+]#[C&-].O.O[#1],[2401]
2904,C(C[#1])(CC)[#1]>>C(CC)=C.[#1][#1],[6739]
2905,C(C[#1])(C)O[#1]>>C(CC)=O.[#1][#1],[3478]
2906,C(CO[#1])[#1]>>C(OC[#1])[#1],[2700]
2907,N=C1C([#1])N=CN1>>N(c1cncn1)[#1],[3999]
2908,N=C1C([#1])N=CN1>>[N&-]c1c[n&+]([#1])cn1,[3993]
2909,N=C1C=CC([#1])O1>>N(c1ccco1)[#1],[898]
2910,N=C(O)C(=O)[#1]>>[C&-]#[O&+].N([C&-]=[O&+])[#1],[7198]
2911,C(C[#1])C1CC1>>C=C.C(C[#1])=C,[1813]
2912,C(C[#1])C1CC1>>C=C.C(=C)C[#1],[7781]
2913,C(C[#1])C.O>>C=C.C.O[#1],[8371]
2914,N1([#1])CC1CN>>N(=C)C=C.N[#1],[2575]
2915,N1C([#1])C1.O>>NC=C.O[#1],[6751]
2916,N1C([#1])C1>>N=CC[#1],[260]
2917,N1C([#1])C1C=O>>N=C[C@]1[C@]([#1])O1,[6863]
2918,N1C([#1])CC1=O>>[C&-]#[O&+].N=CC[#1],[2904]
2919,C(C[#1])(O[#1])C>>C(CC)=O.[#1][#1],[10463]
2920,N1CC1.O.O>>[O&-].OC[N&+]=C,[6752]
2921,N1CC1.O>>C=C.[N&-][O&+],[6866]
2922,C(C[#1])C.C>>C(CC)[#1].C,[7390]
2923,C(C[#1])C(=O)[#1]>>[C&-]#[O&+].C(C[#1])[#1],[11360]
2924,N1CC1.O>>[C&+].N=C.[O&-],[529]
2925,N1CC1>>C.N=C,[4444]
2926,N1CC1C>>N(C=C)C,[6005]
2927,N1CC1C[#1]>>C(=C)[#1].N=C,[9801]
2928,N1CC(=O)C1>>[C&-]#[O&+].[N&+]([C&-])=C,[709]
2929,C(N)C1CO1>>C(CN)C=O,[7083]
2930,C(N)C.O>>C=[N&+].C.[O&-],[10635]
2931,N(c1cccn1)[#1]>>[N&-]C1=CC([#1])C=[N&+]1,[6930]
2932,N(c1cccn1)[#1]>>[N&-]C1=CC([#1])[C&+]N1,[8479]
2933,C(N)C#C>>C=C=CN,[5992]
2934,N(c1ccco1)[#1]>>N=C1C([#1])C=CO1,[9790]
2935,C(N(C[#1])C)[#1]>>C=NCC.[#1][#1],[8897]
2936,N.NC>>C.NN,[1652]
2937,N(c1ccnn1)[#1]>>N=C1C=C[N&-][N&+]1[#1],[5392]
2938,N(c1ccno1)[#1]>>N=C1C([#1])C=NO1,[6144]
2939,N(c1cn([#1])nc1)[#1]>>[#1][#1].N=C1C=NN=C1,[1760]
2940,N(c1cncc1)[#1]>>N1C2=CNC([#1])C12,[8813]
2941,C(N(CC)[#1])[#1]>>C=NC[#1].C[#1],[2310]
2942,C(N(C)C=O)[#1]>>C=NC(OC)[#1],[5925]
2943,N(c1cncc1[#1])[#1]>>[#1][#1].[N&-]C1=C=CN[C&+]1,[5671]
2944,C(C[#1])[#1].O=C>>C=C.[#1][#1].[O&-][C&+],[6947]
2945,N(c1ccnn1)[#1]>>N=C1C([#1])C=NN1,[5396]
2946,N(CN)[#1].O>>N=C.N.O[#1],[1091]
2947,C(N)[#1].C#N>>C([N&-])[N&+](=C)[#1],[2532]
2948,N(CNC=N)[#1]>>[N&-][C&+]N[#1].N=C,[8990]
2949,C(N)OC>>C=O.NC,[5448]
2950,N(CO)[#1].N>>N=C.N[#1].O,[1689]
2951,C(N)NCC[#1]>>C=N.NCC[#1],[6494]
2952,N(C[#1])C(=O)[#1]>>[C&-]#[O&+].[#1][#1].N=C,[10244]
2953,N(C[#1])C.O>>C.N=C.O[#1],[977]
2954,N(c1ccc([#1])n1)[#1]>>[#1][#1].[N&-]C1=CC=[C&+]N1,[8476]
2955,N(C[#1])C[#1].O>>[#1][#1].[N&+](C)=C.[O&-],[708]
2956,C(N)CO>>C(CN)O,[10978]
2957,C(N)CC>>C=C.NC,[8250]
2958,N([#1])[#1].O>>[#1][#1].NO,[1626]
2959,N([#1])[#1].O>>[#1][#1].ON,[10567]
2960,C(N)C>>[C&-][N&+]C,[11707]
2961,N(c1c(O[#1])ccn1)[#1]>>[#1][#1].N=C1C(=O)C=CN1,[8477]
2962,N(c1c(O[#1])ncc1)[#1]>>[#1][#1].N=C1C(=O)NC=C1,[8815]
2963,N(C[#1])CC[#1]>>C(C[#1])[#1].N=C,[9130]
2964,N(c1conc1N[#1])[#1]>>[#1][#1].[N&-]C1=C[O&+]=NC1=N,[10754]
2965,N(c1ncccn1)[#1]>>N=C1N=CC([#1])C=N1,[7976]
2966,N(c1nccn1)[#1]>>N=C1N=CC([#1])N1,[11182]
2967,N(c1nccn1)[#1]>>N=C1N=C[C&-][N&+]1[#1],[11171]
2968,N(c1ncco1)[#1]>>N=C1N=CC([#1])O1,[4493]
2969,N(c1ncnn1)[#1]>>N=C1N=C[N&-][N&+]1[#1],[369]
2970,N(c1ncnnn1)[#1]>>N=C(N=C[#1])N=[N&+]=[N&-],[10933]
2971,N(c1cncn1)[#1]>>N=C1C([#1])NCN1,[7474]
2972,C(C[#1])[#1].C#N>>C=C.C(=N[#1])[#1],[6807]
2973,N(c1nocc1)[#1]>>N=C1[N&-][O&+]=CC1[#1],[1232]
2974,N(c=n)[#1].n>>N=cn.n[#1],[2212]
2975,N(c=n)[#1]>>N=cn[#1],[2213]
2976,N(cn)[#1]>>N=c[n&+][#1],[5183]
2977,N.N(C=O)[#1]>>NOC(N)[#1],[5595]
2978,N.N.N[#1]>>[N&+].[N&-].N[#1],[8713]
2979,N.NC(=O)[#1]>>[C&-]#[O&+].N[#1].N,[43]
2980,N(c1nncc1)[#1]>>N=C(C=CNN)[#1],[9492]
2981,N(c1cncn1)[#1]>>N=C1[C&-][N&+]([#1])C=N1,[86]
2982,N(c1cncn1)[#1]>>N=C=CNCN[#1],[7461]
2983,N(c1cncn1)[#1]>>[N&-]C1=CNC[N&+]1[#1],[7465]
2984,N(c1cncnc1)[#1]>>N=C1C([#1])N=CN=C1,[8974]
2985,N(c1cncnc1)[#1]>>N=C1C=NC([#1])N=C1,[8984]
2986,N(c1cncnn1)[#1]>>N=C1C([#1])N=CN=N1,[6994]
2987,N(c1cncnn1)[#1]>>N=C1C=NC([#1])N=N1,[6996]
2988,N(c1cnco1)[#1]>>N=C1C=NC([#1])O1,[4068]
2989,C(C[#1])[#1].C=O>>C=C.C(O[#1])[#1],[6885]
2990,N(c1cnnc1)[#1]>>N=C1[C&+]N[N&-]C1[#1],[1768]
2991,N(c1cnnc1)[#1]>>N=C1[C&-][N&+]([#1])N=C1,[1770]
2992,N(c1cnnn1)[#1]>>N=C1C([#1])NN=N1,[599]
2993,N(c1cocc1)[#1]>>N=C1C([#1])OC=C1,[1839]
2994,N(c1cocn1)[#1]>>N=C1C([#1])OC=N1,[3086]
2995,N(c1cocn1)[#1]>>N=C1C([#1])OCN1,[7328]
2996,N(c1cocn1)[#1]>>[N&-]C1=COC[N&+]1[#1],[7330]
2997,C(C[#1])[#1].N>>C.[#1][#1].[N&+][C&-],[2479]
2998,N(c1cnnc1)[#1]>>N=C1C([#1])NN=C1,[1775]
2999,C(CC[#1])C#N>>C1C([#1])=N1.C=C,[6570]
3000,N[#1].O(C[#1])[#1]>>[#1][#1].N[#1].O=C,[1011]
3001,C(CC[#1])C#N>>C1C(CC[#1])=N1,[6568]
3002,C(CCO[#1])O>>C=C.C=O.O[#1],[7595]
3003,N[#1].OC>>NC.O[#1],[5934]
3004,N[#1].OCC#C>>C=C=CN.O[#1],[9194]
3005,N[#1].nc[#1]>>[#1][#1].[N&-].[n&+]#c,[8971]
3006,N=CC(=O)[#1]>>[C&-]#[O&+].N(C)[#1],[2663]
3007,Nc1c([#1])cco1>>[N&+](C1=C=C[C&-]O1)[#1],[2181]
3008,Nc1c([#1])cco1>>[N&+]1C(OC=C[#1])=[C&-]1,[2178]
3009,Nc1c([#1])ncnc1>>C1=C=NC=NC=1.N[#1],[8983]
3010,Nc1c([#1])ncnn1>>[N&+](C1=C=NC=N[N&-]1)[#1],[6980]
3011,Nc1c([#1])nco1>>[N&+](C1=C=N[C&-]O1)[#1],[4060]
3012,Nc1c([#1])nnn1>>[N&+](C1=C=N[N&-]N1)[#1],[4611]
3013,Nc1cc([#1])cn1>>[N&+]([C&-]1C=C=CN1)[#1],[10034]
3014,Nc1cccn1>>N/C=C1/C=CN1,[1073]
3015,C(CCC=O)[#1]>>C=C.C1C([#1])O1,[6253]
3016,NCCO.O>>NCCO.O,[10079]
3017,NCCO>>NCCO,[10979]
3018,C(CN[#1])C#N>>C=C=N[#1].C=N,[6999]
3019,NCC[#1].O>>[N&+](C[#1])C.[O&-],[8893]
3020,NCC[#1]>>C(C)[#1].N,[7792]
3021,C(CNC=O)[#1]>>C=C.N1C([#1])O1,[4566]
3022,NCC[#1]>>[N&+](C[#1])[C&-],[5225]
3023,C(CNC=N)[#1]>>C=C.[N&-][C&+]N[#1],[10223]
3024,C(CC[#1])C=O>>C1C([#1])O1.C=C,[11365]
3025,C(CN=CO)[#1]>>C(O)C[#1].C#N,[9403]
3026,C(CN)[#1]>>[C&+]C[#1].[N&-],[5011]
3027,NCOC>>C=O.NC,[10048]
3028,NC[#1].O.O>>[N&+]=C.[O&-].O[#1],[6756]
3029,NC[#1].O=C>>[N&+]=C.O([C&-])[#1],[7354]
3030,C(CN)[#1]>>CC[#1].N,[7023]
3031,C(CN)[#1].O>>N.OCC[#1],[6491]
3032,C(CC[#1])C[#1]>>C=C.C=C.[#1][#1],[8418]
3033,NCN/C=N/[#1]>>C=N.C#N.N[#1],[8993]
3034,Nc1ncnn1>>C#N.NN=C=N,[364]
3035,Nc1ncnnn1>>N/N=N\C=N/C#N,[10941]
3036,C(CCC=C)[#1]>>C=C.C1C([#1])C1,[11914]
3037,C(CCC#C)[#1]>>C=C.C=C(C)[#1],[10466]
3038,C(CC=O)[#1]>>C1C(C[#1])O1,[6455]
3039,Nc1nncn1>>NC(N[N&-])[N&+]#C,[11444]
3040,C(CC=CC)[#1]>>C=C.C[#1].C#C,[4637]
3041,Nc1cccn1>>N[N&+]1[C&-]=CC=C1,[1068]
3042,Nc1nocc1>>NC(C#N)C=O,[1234]
3043,Nc1nocc1>>[N&+]1C(=CC=O)[N&-]1,[1225]
3044,Nc1nocc1[#1]>>[N&+](C1=C=CO[N&-]1)[#1],[1230]
3045,Ncn.O[#1]>>[N&+]=cn[#1].[O&-],[11178]
3046,Ncn>>N[n&+][c&-],[11943]
3047,Ncn[#1]>>[N&+](c=n)[#1],[11395]
3048,O(C(C)C=C)[#1]>>O=CC(C)C[#1],[5983]
3049,O(C(C)C=O)[#1]>>O=CC(C)O[#1],[7292]
3050,Nc1nnnc1[#1]>>[N&+](C1=C=NN[N&-]1)[#1],[2387]
3051,Nc1cncc1>>[N&+]1C(C=C[N&-])=C1,[6842]
3052,Nc1cncc1>>[N&+]1C([C&-][N&+]=[C&-])=C1,[6846]
3053,Nc1cncc1[#1]>>[N&+](C1=C=CN[C&-]1)[#1],[5660]
3054,Nc1cncn1>>NC=C=N.N=C,[7466]
3055,Nc1cncn1>>[N&+]1C(=CNC)[N&-]1,[11947]
3056,Nc1cncnc1>>NN1C=C=CN=C1,[8979]
3057,Nc1cncnc1>>[N&+]1[C&-]2C=NC1N=C2,[8978]
3058,Nc1cncnc1>>[N&+]1[C@]2([C&-]1)N=CN=C2,[8972]
3059,Nc1ncccn1>>NC1C=[N&+]=[C&-]N=C1,[7981]
3060,Nc1cnnn1[#1]>>[N&+](C1=CN=N[N&-]1)[#1],[4615]
3061,Nc1cocc1>>[N&+]1C(C=C[O&-])=C1,[1845]
3062,Nc1cocc1>>[N&+]1[C@]2([C&-]1)OC=C2,[1846]
3063,Nc1cocc1[#1]>>[N&+](C1=C=CO[C&-]1)[#1],[1842]
3064,Nc1cocn1>>NC1[C&-]=[N&+]CO1,[7327]
3065,Nc1cocn1>>[N&+]1[C@]2([C&-]1)OCN2,[7332]
